tier,step,rows_in,rows_out,ts
agg,414.0,177700.0,176.0,2026/01/16-22:16:17.057
agg,415.0,178420.0,176.0,2026/01/16-22:16:17.070
agg,416.0,178410.0,176.0,2026/01/16-22:16:17.085
agg,417.0,178480.0,176.0,2026/01/16-22:16:17.098
agg,418.0,177730.0,176.0,2026/01/16-22:16:18.013
agg,419.0,252770.0,251.0,2026/01/16-22:16:18.034
agg,420.0,259609.0,258.0,2026/01/16-22:16:18.055
agg,421.0,177330.0,176.0,2026/01/16-22:16:18.070
agg,422.0,177500.0,176.0,2026/01/16-22:16:18.086
agg,423.0,177650.0,176.0,2026/01/16-22:16:19.001
agg,424.0,178460.0,177.0,2026/01/16-22:16:19.015
agg,425.0,178090.0,176.0,2026/01/16-22:16:19.030
agg,426.0,178460.0,177.0,2026/01/16-22:16:19.043
agg,427.0,178980.0,177.0,2026/01/16-22:16:19.059
agg,428.0,177650.0,176.0,2026/01/16-22:16:19.075
agg,429.0,177970.0,176.0,2026/01/16-22:16:19.090
agg,430.0,254380.0,252.0,2026/01/16-22:16:20.012
agg,431.0,259489.0,257.0,2026/01/16-22:16:20.038
agg,432.0,177460.0,176.0,2026/01/16-22:16:20.053
agg,433.0,178540.0,176.0,2026/01/16-22:16:20.065
agg,434.0,177940.0,176.0,2026/01/16-22:16:20.080
agg,435.0,177850.0,176.0,2026/01/16-22:16:20.095
agg,436.0,179210.0,178.0,2026/01/16-22:16:21.010
agg,437.0,177910.0,176.0,2026/01/16-22:16:21.025
agg,438.0,177800.0,176.0,2026/01/16-22:16:21.041
agg,439.0,177760.0,176.0,2026/01/16-22:16:21.056
agg,440.0,177820.0,176.0,2026/01/16-22:16:21.072
agg,441.0,252940.0,251.0,2026/01/16-22:16:21.092
agg,442.0,259880.0,258.0,2026/01/16-22:16:22.018
agg,443.0,177400.0,175.0,2026/01/16-22:16:22.033
agg,444.0,178220.0,177.0,2026/01/16-22:16:22.048
agg,445.0,178300.0,177.0,2026/01/16-22:16:22.064
